Day of Date,Reg,Segmen Produk,Revenue,Target
10/9/2023,Reg 2,Fund Distribution,0,0
10/9/2023,Reg 2,Payment,114275001,0
10/9/2023,Reg 2,Remittance & Sharia,99084952,0
10/9/2023,Reg 3,Bendapos & Meterai,69440341,0
10/9/2023,Reg 3,Fronting,8251473,0
10/9/2023,Reg 3,Fund Distribution,3500,0
10/9/2023,Reg 3,Payment,71705594,0
10/9/2023,Reg 3,Remittance & Sharia,209991368,0
10/9/2023,Reg 4,Bendapos & Meterai,103060152,0
10/9/2023,Reg 4,Fronting,6701954,0
10/9/2023,Reg 4,Payment,153365542,0
10/9/2023,Reg 4,Remittance & Sharia,48805966,0
10/9/2023,Reg 5,Bendapos & Meterai,162540682,0
10/9/2023,Reg 5,Fronting,10633637,0
10/9/2023,Reg 5,Fund Distribution,0,0
10/9/2023,Reg 5,Payment,161364380,0
10/9/2023,Reg 5,Remittance & Sharia,125226048,0
10/9/2023,Reg 6,Bendapos & Meterai,129493564,0
10/9/2023,Reg 6,Fronting,8905060,0
10/9/2023,Reg 6,Fund Distribution,0,0
10/9/2023,Reg 6,Payment,227244381,0
10/9/2023,Reg 6,Remittance & Sharia,64807485,0
10/10/2023,Pospay,Fronting,17849,0
10/10/2023,Pospay,Payment,129817669,0
10/10/2023,Pospay,Remittance & Sharia,62353922,0
10/10/2023,Reg 1,Bendapos & Meterai,194681610,0
10/10/2023,Reg 1,Fronting,6319509,0
10/10/2023,Reg 1,Fund Distribution,0,0
10/10/2023,Reg 1,Payment,205337722,0
10/10/2023,Reg 1,Remittance & Sharia,41375209,0
10/10/2023,Reg 2,Bendapos & Meterai,296837832,0
10/10/2023,Reg 2,Fronting,2720691,0
10/10/2023,Reg 2,Fund Distribution,0,0
10/10/2023,Reg 2,Payment,99158778,0
10/10/2023,Reg 2,Remittance & Sharia,68514351,0
10/10/2023,Reg 3,Bendapos & Meterai,102053280,0
10/10/2023,Reg 3,Fronting,4458860,0
10/10/2023,Reg 3,Fund Distribution,0,0
10/10/2023,Reg 3,Payment,60329576,0
10/10/2023,Reg 3,Remittance & Sharia,134121333,0
10/10/2023,Reg 4,Bendapos & Meterai,121932004,0
10/10/2023,Reg 4,Fronting,5594537,0
10/10/2023,Reg 4,Payment,143713800,0
10/10/2023,Reg 4,Remittance & Sharia,34000136,0
10/10/2023,Reg 5,Bendapos & Meterai,189537336,0
10/10/2023,Reg 5,Fronting,7975395,0
10/10/2023,Reg 5,Fund Distribution,0,0
10/10/2023,Reg 5,Payment,145819983,0
10/10/2023,Reg 5,Remittance & Sharia,89012803,0
10/10/2023,Reg 6,Bendapos & Meterai,152613456,0
10/10/2023,Reg 6,Fronting,5923297,0
10/10/2023,Reg 6,Fund Distribution,0,0
10/10/2023,Reg 6,Payment,200345610,0
10/10/2023,Reg 6,Remittance & Sharia,54504946,0
10/11/2023,Pospay,Fronting,24527,0
10/11/2023,Pospay,Payment,122500025,0
10/11/2023,Pospay,Remittance & Sharia,56657966,0
10/11/2023,Reg 1,Fronting,5031605,0
10/11/2023,Reg 1,Fund Distribution,0,0
10/11/2023,Reg 1,Payment,169237565,0
10/11/2023,Reg 1,Remittance & Sharia,41040642,0
10/11/2023,Reg 2,Fronting,1863007,0
10/11/2023,Reg 2,Fund Distribution,0,0
10/11/2023,Reg 2,Payment,76820619,0
10/11/2023,Reg 2,Remittance & Sharia,63589741,0
10/11/2023,Reg 3,Fronting,2710914,0
10/11/2023,Reg 3,Fund Distribution,0,0
10/11/2023,Reg 3,Payment,48934578,0
10/11/2023,Reg 3,Remittance & Sharia,273219112,0
10/11/2023,Reg 4,Fronting,3434583,0
10/11/2023,Reg 4,Payment,119349865,0
10/11/2023,Reg 4,Remittance & Sharia,31958892,0
10/11/2023,Reg 5,Fronting,5659439,0
10/11/2023,Reg 5,Fund Distribution,0,0
10/11/2023,Reg 5,Payment,112455829,0
10/11/2023,Reg 5,Remittance & Sharia,78107322,0
10/11/2023,Reg 6,Fronting,4211810,0
10/11/2023,Reg 6,Fund Distribution,0,0
10/11/2023,Reg 6,Payment,162938437,0
10/11/2023,Reg 6,Remittance & Sharia,54318312,0
10/12/2023,Pospay,Fronting,15178,0
10/12/2023,Pospay,Payment,114413012,0
10/12/2023,Pospay,Remittance & Sharia,51780641,0
10/12/2023,Reg 1,Bendapos & Meterai,171806569,0
10/12/2023,Reg 1,Fronting,4156530,0
10/12/2023,Reg 1,Fund Distribution,0,0
10/12/2023,Reg 1,Payment,157606235,0
10/12/2023,Reg 1,Remittance & Sharia,35584506,0
10/12/2023,Reg 2,Bendapos & Meterai,300261531,0
10/12/2023,Reg 2,Fronting,1504266,0
10/12/2023,Reg 2,Fund Distribution,0,0
10/12/2023,Reg 2,Payment,68007877,0
10/12/2023,Reg 2,Remittance & Sharia,59544248,0
10/12/2023,Reg 3,Bendapos & Meterai,115173587,0
10/12/2023,Reg 3,Fronting,2241028,0
10/12/2023,Reg 3,Fund Distribution,0,0
10/12/2023,Reg 3,Payment,42625747,0
10/12/2023,Reg 3,Remittance & Sharia,106129604,0
10/12/2023,Reg 4,Bendapos & Meterai,125300814,0
10/12/2023,Reg 4,Fronting,2704138,0
10/12/2023,Reg 4,Payment,108643968,0
10/12/2023,Reg 4,Remittance & Sharia,46322576,0
10/12/2023,Reg 5,Bendapos & Meterai,179586407,0
10/12/2023,Reg 5,Fronting,5156503,0
10/12/2023,Reg 5,Fund Distribution,0,0
10/12/2023,Reg 5,Payment,108791130,0
10/12/2023,Reg 5,Remittance & Sharia,74582676,0
10/12/2023,Reg 6,Bendapos & Meterai,157100260,0
10/12/2023,Reg 6,Fronting,3692968,0
10/12/2023,Reg 6,Fund Distribution,0,0
10/12/2023,Reg 6,Payment,146453239,0
10/12/2023,Reg 6,Remittance & Sharia,46022410,0
10/13/2023,Pospay,Fronting,24163,0
10/13/2023,Pospay,Payment,102083478,0
10/13/2023,Pospay,Remittance & Sharia,45326373,0
10/13/2023,Reg 1,Bendapos & Meterai,200249207,0
10/13/2023,Reg 1,Fronting,37957965,0
10/13/2023,Reg 1,Fund Distribution,0,0
10/13/2023,Reg 1,Payment,154049194,0
10/13/2023,Reg 1,Remittance & Sharia,34802671,0
10/13/2023,Reg 2,Bendapos & Meterai,269941207,0
10/13/2023,Reg 2,Fronting,17685743,0
10/13/2023,Reg 2,Fund Distribution,0,0
10/13/2023,Reg 2,Payment,65994010,0
10/13/2023,Reg 2,Remittance & Sharia,55970521,0
10/13/2023,Reg 3,Bendapos & Meterai,90352085,0
10/13/2023,Reg 3,Fronting,44220862,0
10/13/2023,Reg 3,Fund Distribution,0,0
10/13/2023,Reg 3,Payment,46474198,0
10/13/2023,Reg 3,Remittance & Sharia,94755810,0
10/13/2023,Reg 4,Bendapos & Meterai,116565984,0
10/13/2023,Reg 4,Fronting,40613533,0
10/13/2023,Reg 4,Payment,101014661,0
10/13/2023,Reg 4,Remittance & Sharia,31252142,0
10/13/2023,Reg 5,Bendapos & Meterai,213849322,0
10/13/2023,Reg 5,Fronting,53157266,0
10/13/2023,Reg 5,Fund Distribution,0,0
10/13/2023,Reg 5,Payment,100759323,0
10/13/2023,Reg 5,Remittance & Sharia,61024033,0
10/13/2023,Reg 6,Bendapos & Meterai,133010277,0
10/13/2023,Reg 6,Fronting,33251947,0
10/13/2023,Reg 6,Fund Distribution,0,0
10/13/2023,Reg 6,Payment,137837845,0
10/13/2023,Reg 6,Remittance & Sharia,44673774,0
10/14/2023,Pospay,Fronting,15178,0
10/14/2023,Pospay,Payment,81631501,0
10/14/2023,Pospay,Remittance & Sharia,0,0
10/14/2023,Reg 1,Bendapos & Meterai,88619845,0
10/14/2023,Reg 1,Fronting,2015812,0
10/14/2023,Reg 1,Fund Distribution,0,0
10/14/2023,Reg 1,Payment,81825762,0
10/14/2023,Reg 1,Remittance & Sharia,28492439,0
10/14/2023,Reg 2,Bendapos & Meterai,173857280,0
10/14/2023,Reg 2,Fronting,632793,0
10/14/2023,Reg 2,Fund Distribution,0,0
10/14/2023,Reg 2,Payment,29451638,0
10/14/2023,Reg 2,Remittance & Sharia,45217673,0
10/14/2023,Reg 3,Bendapos & Meterai,50731466,0
10/14/2023,Reg 3,Fronting,1208107,0
10/14/2023,Reg 3,Fund Distribution,0,0
10/14/2023,Reg 3,Payment,28772731,0
10/14/2023,Reg 3,Remittance & Sharia,58880971,0
10/14/2023,Reg 4,Bendapos & Meterai,72291582,0
10/14/2023,Reg 4,Fronting,1963087,0
10/14/2023,Reg 4,Payment,59653994,0
10/14/2023,Reg 4,Remittance & Sharia,18463161,0
10/14/2023,Reg 5,Bendapos & Meterai,91257605,0
10/14/2023,Reg 5,Fronting,3250808,0
10/14/2023,Reg 5,Fund Distribution,0,0
10/14/2023,Reg 5,Payment,55821598,0
10/14/2023,Reg 5,Remittance & Sharia,43824032,0
10/14/2023,Reg 6,Bendapos & Meterai,90943485,0
10/14/2023,Reg 6,Fronting,2203398,0
10/14/2023,Reg 6,Fund Distribution,0,0
10/14/2023,Reg 6,Payment,78760307,0
10/14/2023,Reg 6,Remittance & Sharia,45075119,0
10/15/2023,Pospay,Fronting,8621,0
10/15/2023,Pospay,Fund Distribution,2,0
10/15/2023,Pospay,Payment,58786838,0
10/15/2023,Pospay,Remittance & Sharia,0,0
10/15/2023,Reg 1,Fronting,0,0
10/15/2023,Reg 1,Fund Distribution,0,0
10/15/2023,Reg 1,Payment,7968769,0
10/15/2023,Reg 1,Remittance & Sharia,5676501,0
10/15/2023,Reg 2,Fronting,21878,0
10/15/2023,Reg 2,Fund Distribution,0,0
10/15/2023,Reg 2,Payment,4639462,0
10/15/2023,Reg 2,Remittance & Sharia,11901384,0
10/15/2023,Reg 3,Fronting,0,0
10/15/2023,Reg 3,Fund Distribution,0,0
10/15/2023,Reg 3,Payment,1599253,0
10/15/2023,Reg 3,Remittance & Sharia,14764287,0
10/15/2023,Reg 4,Fronting,54639,0
10/15/2023,Reg 4,Fund Distribution,0,0
10/15/2023,Reg 4,Payment,4802979,0
10/15/2023,Reg 4,Remittance & Sharia,4434094,0
10/15/2023,Reg 5,Fronting,27348,0
10/15/2023,Reg 5,Fund Distribution,0,0
10/15/2023,Reg 5,Payment,3179374,0
10/15/2023,Reg 5,Remittance & Sharia,4852886,0
10/15/2023,Reg 6,Fronting,76573,0
10/15/2023,Reg 6,Fund Distribution,0,0
10/15/2023,Reg 6,Payment,5411312,0
10/15/2023,Reg 6,Remittance & Sharia,7516368,0
10/16/2023,Pospay,Fronting,20520,0
10/16/2023,Pospay,Payment,133881652,0
10/16/2023,Pospay,Remittance & Sharia,95297406,0
10/16/2023,Reg 1,Bendapos & Meterai,146371192,0
10/16/2023,Reg 1,Fronting,3560575,0
10/16/2023,Reg 1,Fund Distribution,0,0
10/16/2023,Reg 1,Payment,230264337,0
10/16/2023,Reg 1,Remittance & Sharia,48044141,0
10/16/2023,Reg 2,Bendapos & Meterai,182843442,0
10/16/2023,Reg 2,Fronting,1288261,0
10/16/2023,Reg 2,Fund Distribution,0,0
10/16/2023,Reg 2,Payment,92678102,0
10/16/2023,Reg 2,Remittance & Sharia,98715535,0
10/16/2023,Reg 3,Bendapos & Meterai,68074156,0
10/16/2023,Reg 3,Fronting,1967481,0
10/16/2023,Reg 3,Fund Distribution,0,0
10/16/2023,Reg 3,Payment,60501649,0
10/16/2023,Reg 3,Remittance & Sharia,135919526,0
10/16/2023,Reg 4,Bendapos & Meterai,109177066,0
10/16/2023,Reg 4,Fronting,2535445,0
10/16/2023,Reg 4,Payment,146851828,0
10/16/2023,Reg 4,Remittance & Sharia,39654607,0
10/16/2023,Reg 5,Bendapos & Meterai,130813280,0
10/16/2023,Reg 5,Fronting,4172659,0
10/16/2023,Reg 5,Fund Distribution,0,0
10/16/2023,Reg 5,Payment,131294084,0
10/16/2023,Reg 5,Remittance & Sharia,95145328,0
10/16/2023,Reg 6,Bendapos & Meterai,134941434,0
10/16/2023,Reg 6,Fronting,3213062,0
10/16/2023,Reg 6,Fund Distribution,0,0
10/16/2023,Reg 6,Payment,198598404,0
10/16/2023,Reg 6,Remittance & Sharia,64474017,0
10/17/2023,Pospay,Fronting,15178,0
10/17/2023,Pospay,Payment,116291127,0
10/17/2023,Pospay,Remittance & Sharia,44731787,0
10/17/2023,Reg 1,Bendapos & Meterai,180465175,0
10/17/2023,Reg 1,Fronting,2480447,0
10/17/2023,Reg 1,Fund Distribution,0,0
10/17/2023,Reg 1,Payment,199965006,0
10/17/2023,Reg 1,Remittance & Sharia,43292668,0
10/17/2023,Reg 2,Bendapos & Meterai,257632006,0
10/17/2023,Reg 2,Fronting,972683,0
10/17/2023,Reg 2,Fund Distribution,0,0
10/17/2023,Reg 2,Payment,82320777,0
10/17/2023,Reg 2,Remittance & Sharia,85582481,0
10/17/2023,Reg 3,Bendapos & Meterai,113576127,0
10/17/2023,Reg 3,Fronting,1125903,0
10/17/2023,Reg 3,Fund Distribution,0,0
10/17/2023,Reg 3,Payment,52515555,0
10/17/2023,Reg 3,Remittance & Sharia,85606851,0
10/17/2023,Reg 4,Bendapos & Meterai,122465753,0
10/17/2023,Reg 4,Fronting,1942251,0
10/17/2023,Reg 4,Payment,132231825,0
10/17/2023,Reg 4,Remittance & Sharia,32148511,0
10/17/2023,Reg 5,Bendapos & Meterai,188998850,0
10/17/2023,Reg 5,Fronting,3287552,0
10/17/2023,Reg 5,Fund Distribution,0,0
10/17/2023,Reg 5,Payment,114159800,0
10/17/2023,Reg 5,Remittance & Sharia,71522419,0
10/17/2023,Reg 6,Bendapos & Meterai,159403113,0
10/17/2023,Reg 6,Fronting,2243317,0
10/17/2023,Reg 6,Fund Distribution,0,0
10/17/2023,Reg 6,Payment,175918654,0
10/17/2023,Reg 6,Remittance & Sharia,56358419,0
10/18/2023,Pospay,Fronting,3278,0
10/18/2023,Pospay,Payment,120233359,0
10/18/2023,Pospay,Remittance & Sharia,38794549,0
10/18/2023,Reg 1,Bendapos & Meterai,168280781,0
10/18/2023,Reg 1,Fronting,2252580,0
10/18/2023,Reg 1,Fund Distribution,0,0
10/18/2023,Reg 1,Payment,195178625,0
10/18/2023,Reg 1,Remittance & Sharia,32383003,0
10/18/2023,Reg 2,Bendapos & Meterai,309340138,0
10/18/2023,Reg 2,Fronting,745123,0
10/18/2023,Reg 2,Fund Distribution,0,0
10/18/2023,Reg 2,Payment,82600778,0
10/18/2023,Reg 2,Remittance & Sharia,74652853,0
10/18/2023,Reg 3,Bendapos & Meterai,94818752,0
10/18/2023,Reg 3,Fronting,978446,0
10/18/2023,Reg 3,Fund Distribution,0,0
10/18/2023,Reg 3,Payment,51038341,0
10/18/2023,Reg 3,Remittance & Sharia,74785991,0
10/18/2023,Reg 4,Bendapos & Meterai,113415364,0
10/18/2023,Reg 4,Fronting,1810009,0
10/18/2023,Reg 4,Payment,128255947,0
10/18/2023,Reg 4,Remittance & Sharia,29794218,0
10/18/2023,Reg 5,Bendapos & Meterai,173488504,0
10/18/2023,Reg 5,Fronting,3352938,0
10/18/2023,Reg 5,Fund Distribution,0,0
10/18/2023,Reg 5,Payment,115931357,0
10/18/2023,Reg 5,Remittance & Sharia,57423323,0
10/18/2023,Reg 6,Bendapos & Meterai,143172143,0
10/18/2023,Reg 6,Fronting,2338504,0
10/18/2023,Reg 6,Fund Distribution,0,0
10/18/2023,Reg 6,Payment,166482321,0
10/18/2023,Reg 6,Remittance & Sharia,42098225,0
10/19/2023,Pospay,Fronting,16635,0
10/19/2023,Pospay,Payment,408444830,0
10/19/2023,Pospay,Remittance & Sharia,36769512,0
10/19/2023,Reg 1,Bendapos & Meterai,189274438,0
10/19/2023,Reg 1,Fronting,9868494,0
10/19/2023,Reg 1,Fund Distribution,0,0
10/19/2023,Reg 1,Payment,419837813,0
10/19/2023,Reg 1,Remittance & Sharia,33020796,0
10/19/2023,Reg 2,Bendapos & Meterai,272658339,0
10/19/2023,Reg 2,Fronting,5932974,0
10/19/2023,Reg 2,Fund Distribution,0,0
10/19/2023,Reg 2,Payment,128865771,0
10/19/2023,Reg 2,Remittance & Sharia,49933182,0
10/19/2023,Reg 3,Bendapos & Meterai,84738927,0
10/19/2023,Reg 3,Fronting,8189774,0
10/19/2023,Reg 3,Fund Distribution,0,0
10/19/2023,Reg 3,Payment,95856118,0
10/19/2023,Reg 3,Remittance & Sharia,68919366,0
10/19/2023,Reg 4,Bendapos & Meterai,125094091,0
10/19/2023,Reg 4,Fronting,6811099,0
10/19/2023,Reg 4,Payment,294416294,0
10/19/2023,Reg 4,Remittance & Sharia,27859487,0
10/19/2023,Reg 5,Bendapos & Meterai,187480889,0
10/19/2023,Reg 5,Fronting,10888054,0
10/19/2023,Reg 5,Fund Distribution,0,0
10/19/2023,Reg 5,Payment,218599167,0
10/19/2023,Reg 5,Remittance & Sharia,57594818,0
10/19/2023,Reg 6,Bendapos & Meterai,157197089,0
10/19/2023,Reg 6,Fronting,8283557,0
10/19/2023,Reg 6,Fund Distribution,0,0
10/19/2023,Reg 6,Payment,347976627,0
10/19/2023,Reg 6,Remittance & Sharia,37427297,0
10/20/2023,Pospay,Fronting,20642,0
10/20/2023,Pospay,Payment,491306215,0
10/20/2023,Pospay,Remittance & Sharia,36338653,0
10/20/2023,Reg 1,Bendapos & Meterai,169702497,0
10/20/2023,Reg 1,Fronting,1786203,0
10/20/2023,Reg 1,Fund Distribution,0,0
10/20/2023,Reg 1,Payment,476835363,0
10/20/2023,Reg 1,Remittance & Sharia,32490823,0
10/20/2023,Reg 2,Bendapos & Meterai,243085273,0
10/20/2023,Reg 2,Fronting,780336,0
10/20/2023,Reg 2,Fund Distribution,0,0
10/20/2023,Reg 2,Payment,133349938,0
10/20/2023,Reg 2,Remittance & Sharia,47149321,0
10/20/2023,Reg 3,Bendapos & Meterai,86934432,0
10/20/2023,Reg 3,Fronting,653642,0
10/20/2023,Reg 3,Fund Distribution,0,0
10/20/2023,Reg 3,Payment,102246088,0
10/20/2023,Reg 3,Remittance & Sharia,86800992,0
10/20/2023,Reg 4,Bendapos & Meterai,92087909,0
10/20/2023,Reg 4,Fronting,1316070,0
10/20/2023,Reg 4,Payment,299015235,0
10/20/2023,Reg 4,Remittance & Sharia,27754315,0
10/20/2023,Reg 5,Bendapos & Meterai,172473358,0
10/20/2023,Reg 5,Fronting,2354894,0
10/20/2023,Reg 5,Fund Distribution,36176000,0
10/20/2023,Reg 5,Payment,255103746,0
10/20/2023,Reg 5,Remittance & Sharia,59100852,0
10/20/2023,Reg 6,Bendapos & Meterai,161116143,0
10/20/2023,Reg 6,Fronting,1899321,0
10/20/2023,Reg 6,Fund Distribution,0,0
10/20/2023,Reg 6,Payment,356125263,0
10/20/2023,Reg 6,Remittance & Sharia,39220206,0
10/21/2023,Pospay,Fronting,17242,0
10/21/2023,Pospay,Payment,359233522,0
10/21/2023,Pospay,Remittance & Sharia,0,0
10/21/2023,Reg 1,Bendapos & Meterai,106620254,0
10/21/2023,Reg 1,Fronting,1294212,0
10/21/2023,Reg 1,Fund Distribution,0,0
10/21/2023,Reg 1,Payment,161017823,0
10/21/2023,Reg 1,Remittance & Sharia,27214567,0
10/21/2023,Reg 2,Bendapos & Meterai,146872886,0
10/21/2023,Reg 2,Fronting,468276,0
10/21/2023,Reg 2,Fund Distribution,0,0
10/21/2023,Reg 2,Payment,36711288,0
10/21/2023,Reg 2,Remittance & Sharia,38817544,0
10/21/2023,Reg 3,Bendapos & Meterai,49033052,0
10/21/2023,Reg 3,Fronting,608823,0
10/21/2023,Reg 3,Fund Distribution,0,0
10/21/2023,Reg 3,Payment,31968932,0
10/21/2023,Reg 3,Remittance & Sharia,49493133,0
10/21/2023,Reg 4,Bendapos & Meterai,79923718,0
10/21/2023,Reg 4,Fronting,1382929,0
10/21/2023,Reg 4,Payment,83879712,0
10/21/2023,Reg 4,Remittance & Sharia,21142915,0
10/21/2023,Reg 5,Bendapos & Meterai,92292614,0
10/21/2023,Reg 5,Fronting,2466007,0
10/21/2023,Reg 5,Fund Distribution,0,0
10/21/2023,Reg 5,Payment,88339586,0
10/21/2023,Reg 5,Remittance & Sharia,48134512,0
10/21/2023,Reg 6,Bendapos & Meterai,68347988,0
10/21/2023,Reg 6,Fronting,1374450,0
10/21/2023,Reg 6,Fund Distribution,0,0
10/21/2023,Reg 6,Payment,140809356,0
10/21/2023,Reg 6,Remittance & Sharia,50497342,0
10/22/2023,Pospay,Fronting,5950,0
10/22/2023,Pospay,Payment,303390999,0
10/22/2023,Pospay,Remittance & Sharia,0,0
10/22/2023,Reg 1,Fronting,10939,0
10/22/2023,Reg 1,Fund Distribution,0,0
10/22/2023,Reg 1,Payment,15712773,0
10/22/2023,Reg 1,Remittance & Sharia,4654176,0
10/22/2023,Reg 2,Fronting,26834,0
10/22/2023,Reg 2,Fund Distribution,0,0
10/22/2023,Reg 2,Payment,5344124,0
10/22/2023,Reg 2,Remittance & Sharia,7586154,0
10/22/2023,Reg 3,Fronting,10939,0
10/22/2023,Reg 3,Fund Distribution,0,0
10/22/2023,Reg 3,Payment,3218252,0
10/22/2023,Reg 3,Remittance & Sharia,9745744,0
10/22/2023,Reg 4,Fronting,0,0
10/22/2023,Reg 4,Fund Distribution,0,0
10/22/2023,Reg 4,Payment,5147498,0
10/22/2023,Reg 4,Remittance & Sharia,3434333,0
10/22/2023,Reg 5,Fronting,0,0
10/22/2023,Reg 5,Fund Distribution,0,0
10/22/2023,Reg 5,Payment,5946461,0
10/22/2023,Reg 5,Remittance & Sharia,4622632,0
10/22/2023,Reg 6,Fronting,164085,0
10/22/2023,Reg 6,Fund Distribution,0,0
10/22/2023,Reg 6,Payment,12326782,0
10/22/2023,Reg 6,Remittance & Sharia,9310668,0
10/23/2023,Pospay,Fronting,20520,0
10/23/2023,Pospay,Payment,364950519,0
10/23/2023,Pospay,Remittance & Sharia,90609659,0
10/23/2023,Reg 1,Bendapos & Meterai,148426033,0
10/23/2023,Reg 1,Fronting,2238315,0
10/23/2023,Reg 1,Fund Distribution,0,0
10/23/2023,Reg 1,Payment,311178227,0
10/23/2023,Reg 1,Remittance & Sharia,47399062,0
10/23/2023,Reg 2,Bendapos & Meterai,158066258,0
10/23/2023,Reg 2,Fronting,569848,0
10/23/2023,Reg 2,Fund Distribution,0,0
10/23/2023,Reg 2,Payment,72060145,0
10/23/2023,Reg 2,Remittance & Sharia,76159092,0
10/23/2023,Reg 3,Bendapos & Meterai,77301697,0
10/23/2023,Reg 3,Fronting,759883,0
10/23/2023,Reg 3,Fund Distribution,0,0
10/23/2023,Reg 3,Payment,59024464,0
10/23/2023,Reg 3,Remittance & Sharia,110073149,0
10/23/2023,Reg 4,Bendapos & Meterai,89662135,0
10/23/2023,Reg 4,Fronting,1888785,0
10/23/2023,Reg 4,Payment,167949779,0
10/23/2023,Reg 4,Remittance & Sharia,40098814,0
10/23/2023,Reg 5,Bendapos & Meterai,142216800,0
10/23/2023,Reg 5,Fronting,3171442,0
10/23/2023,Reg 5,Fund Distribution,0,0
10/23/2023,Reg 5,Payment,165625909,0
10/23/2023,Reg 5,Remittance & Sharia,91819877,0
10/23/2023,Reg 6,Bendapos & Meterai,133488628,0
10/23/2023,Reg 6,Fronting,2220293,0
10/23/2023,Reg 6,Fund Distribution,0,0
10/23/2023,Reg 6,Payment,218494172,0
10/23/2023,Reg 6,Remittance & Sharia,55039896,0
10/24/2023,Pospay,Fronting,20520,0
10/24/2023,Pospay,Payment,326087718,0
10/24/2023,Pospay,Remittance & Sharia,42663664,0
10/24/2023,Reg 1,Bendapos & Meterai,186904285,0
10/24/2023,Reg 1,Fronting,1633156,0
10/24/2023,Reg 1,Fund Distribution,0,0
10/24/2023,Reg 1,Payment,238268025,0
10/24/2023,Reg 1,Remittance & Sharia,34253421,0
10/24/2023,Reg 2,Bendapos & Meterai,274071945,0
10/24/2023,Reg 2,Fronting,651730,0
10/24/2023,Reg 2,Fund Distribution,0,0
10/24/2023,Reg 2,Payment,57472253,0
10/24/2023,Reg 2,Remittance & Sharia,49543438,0
10/24/2023,Reg 3,Bendapos & Meterai,87691460,0
10/24/2023,Reg 3,Fronting,561284,0
10/24/2023,Reg 3,Fund Distribution,0,0
10/24/2023,Reg 3,Payment,49110381,0
10/24/2023,Reg 3,Remittance & Sharia,73706466,0
10/24/2023,Reg 4,Bendapos & Meterai,136828750,0
10/24/2023,Reg 4,Fronting,1133940,0
10/24/2023,Reg 4,Fund Distribution,36988000,0
10/24/2023,Reg 4,Payment,143157884,0
10/24/2023,Reg 4,Remittance & Sharia,31699230,0
10/24/2023,Reg 5,Bendapos & Meterai,175730182,0
10/24/2023,Reg 5,Fronting,1810191,0
10/24/2023,Reg 5,Fund Distribution,0,0
10/24/2023,Reg 5,Payment,146916690,0
10/24/2023,Reg 5,Remittance & Sharia,62233184,0
10/24/2023,Reg 6,Bendapos & Meterai,153180881,0
10/24/2023,Reg 6,Fronting,1476424,0
10/24/2023,Reg 6,Fund Distribution,0,0
10/24/2023,Reg 6,Payment,171313674,0
10/24/2023,Reg 6,Remittance & Sharia,45721386,0
10/25/2023,Pospay,Fronting,17242,0
10/25/2023,Pospay,Payment,337132218,0
10/25/2023,Pospay,Remittance & Sharia,36183543,0
10/25/2023,Reg 1,Bendapos & Meterai,176948504,0
10/25/2023,Reg 1,Fronting,1629721,0
10/25/2023,Reg 1,Fund Distribution,0,0
10/25/2023,Reg 1,Payment,235010935,0
10/25/2023,Reg 1,Remittance & Sharia,39332458,0
10/25/2023,Reg 2,Bendapos & Meterai,307394841,0
10/25/2023,Reg 2,Fronting,707342,0
10/25/2023,Reg 2,Fund Distribution,0,0
10/25/2023,Reg 2,Payment,49486507,0
10/25/2023,Reg 2,Remittance & Sharia,52489649,0
10/25/2023,Reg 3,Bendapos & Meterai,89863552,0
10/25/2023,Reg 3,Fronting,570419,0
10/25/2023,Reg 3,Fund Distribution,0,0
10/25/2023,Reg 3,Payment,51142270,0
10/25/2023,Reg 3,Remittance & Sharia,74065125,0
10/25/2023,Reg 4,Bendapos & Meterai,133320492,0
10/25/2023,Reg 4,Fronting,1724335,0
10/25/2023,Reg 4,Payment,159503387,0
10/25/2023,Reg 4,Remittance & Sharia,28637755,0
10/25/2023,Reg 5,Bendapos & Meterai,188252621,0
10/25/2023,Reg 5,Fronting,3142534,0
10/25/2023,Reg 5,Fund Distribution,0,0
10/25/2023,Reg 5,Payment,138332244,0
10/25/2023,Reg 5,Remittance & Sharia,59528162,0
10/25/2023,Reg 6,Bendapos & Meterai,147299467,0
10/25/2023,Reg 6,Fronting,1755616,0
10/25/2023,Reg 6,Fund Distribution,0,0
10/25/2023,Reg 6,Payment,197122251,0
10/25/2023,Reg 6,Remittance & Sharia,47169168,0
10/26/2023,Pospay,Fronting,6247,0
10/26/2023,Pospay,Payment,287605406,0
10/26/2023,Pospay,Remittance & Sharia,38604971,0
10/26/2023,Reg 1,Bendapos & Meterai,171637755,0
10/26/2023,Reg 1,Fronting,1027930525,0
10/26/2023,Reg 1,Fund Distribution,0,0
10/26/2023,Reg 1,Payment,234261394,0
10/26/2023,Reg 1,Remittance & Sharia,34897375,0
10/26/2023,Reg 2,Bendapos & Meterai,258289383,0
10/26/2023,Reg 2,Fronting,254585927,0
10/26/2023,Reg 2,Fund Distribution,0,0
10/26/2023,Reg 2,Payment,52245348,0
10/26/2023,Reg 2,Remittance & Sharia,58139958,0
10/26/2023,Reg 3,Bendapos & Meterai,98996542,0
10/26/2023,Reg 3,Fronting,433952084,0
10/26/2023,Reg 3,Fund Distribution,0,0
10/26/2023,Reg 3,Payment,43979252,0
10/26/2023,Reg 3,Remittance & Sharia,103788198,0
10/26/2023,Reg 4,Bendapos & Meterai,101747453,0
10/26/2023,Reg 4,Fronting,456094082,0
10/26/2023,Reg 4,Payment,113314798,0
